"","ile","czestosc"
"roundAdd",2,4.39976e-05
"rounded.tprob",2,4.39976e-05
"roundOrientation",2,4.39976e-05
"rowMeansListRles",2,4.39976e-05
"rowSumsListRles",2,4.39976e-05
"rpart.control",2,4.39976e-05
"rpart.cv",2,4.39976e-05
"Rprof",2,4.39976e-05
"rrTest",2,4.39976e-05
"rsDriver",2,4.39976e-05
"rstandard",2,4.39976e-05
"rsvg_raw",2,4.39976e-05
"rtnorm",2,4.39976e-05
"rtree",2,4.39976e-05
"rtriang",2,4.39976e-05
"Rtsne",2,4.39976e-05
"run_dsc",2,4.39976e-05
"run_svd",2,4.39976e-05
"run_vdm",2,4.39976e-05
"run_vdm_corr",2,4.39976e-05
"run_vdm_jg",2,4.39976e-05
"runDESeq2",2,4.39976e-05
"runEdgeR",2,4.39976e-05
"runGitHub",2,4.39976e-05
"runit",2,4.39976e-05
"runLimmaVoom",2,4.39976e-05
"runmean",2,4.39976e-05
"RunPvle",2,4.39976e-05
"runSim",2,4.39976e-05
"runTest",2,4.39976e-05
"runValue",2,4.39976e-05
"rw2d1",2,4.39976e-05
"rw2d5",2,4.39976e-05
"s",2,4.39976e-05
"safe_vd_basic",2,4.39976e-05
"sample_frac",2,4.39976e-05
"sample_pa",2,4.39976e-05
"sampleLines",2,4.39976e-05
"sampler_slice",2,4.39976e-05
"samplesize",2,4.39976e-05
"sampleStream",2,4.39976e-05
"sampling",2,4.39976e-05
"sanitize",2,4.39976e-05
"sanitize.colnames.function",2,4.39976e-05
"sanitize.final",2,4.39976e-05
"sanitize.numbers",2,4.39976e-05
"sanitize.rownames.function",2,4.39976e-05
"sanitize.text.function",2,4.39976e-05
"save_tmap",2,4.39976e-05
"saveAAPlot",2,4.39976e-05
"saveCharts",2,4.39976e-05
"saveData",2,4.39976e-05
"saveDataset",2,4.39976e-05
"saveFile",2,4.39976e-05
"saveHTML",2,4.39976e-05
"savePlot",2,4.39976e-05
"savePlotAA",2,4.39976e-05
"saveState",2,4.39976e-05
"saveWorkbook",2,4.39976e-05
"scad.loss",2,4.39976e-05
"scale.X",2,4.39976e-05
"scale_color_",2,4.39976e-05
"scale_color_grey",2,4.39976e-05
"scale_colour_gradient2",2,4.39976e-05
"scale_nominal",2,4.39976e-05
"scale_numeric",2,4.39976e-05
"scale_size_manual",2,4.39976e-05
"scale_x_chron",2,4.39976e-05
"scale_y_comma",2,4.39976e-05
"scale_y_date",2,4.39976e-05
"scale_y_datetime",2,4.39976e-05
"scale_y_reverse",2,4.39976e-05
"scale_y_sqrt",2,4.39976e-05
"scaleFun",2,4.39976e-05
"scaleIntervals",2,4.39976e-05
"scaleNodeColor",2,4.39976e-05
"scaleToInt",2,4.39976e-05
"scaleX_by_time_from_mrsd",2,4.39976e-05
"scaleY",2,4.39976e-05
"scanone.cph",2,4.39976e-05
"scanoneboot",2,4.39976e-05
"scantwo",2,4.39976e-05
"scatterplot3js",2,4.39976e-05
"scatterplotMatrix",2,4.39976e-05
"scatterplotThreeOutput",2,4.39976e-05
"scopus_all_archaeology_year_range",2,4.39976e-05
"scopus_all_archaeology_year_range_term",2,4.39976e-05
"score.sentiment",2,4.39976e-05
"screenreg",2,4.39976e-05
"scriptHeaders",2,4.39976e-05
"se",2,4.39976e-05
"search",2,4.39976e-05
"searchDataToDF",2,4.39976e-05
"searchListToDF",2,4.39976e-05
"searchPageDataToDF",2,4.39976e-05
"searchPages",2,4.39976e-05
"seasonggplot",2,4.39976e-05
"seastoyear",2,4.39976e-05
"seatvec",2,4.39976e-05
"seek",2,4.39976e-05
"segment_built",2,4.39976e-05
"segment_data",2,4.39976e-05
"segment_dims",2,4.39976e-05
"segment_metrics",2,4.39976e-05
"segmentBuilderUI",2,4.39976e-05
"select_",2,4.39976e-05
"select_all",2,4.39976e-05
"select_fun",2,4.39976e-05
"selected",2,4.39976e-05
"selected_data",2,4.39976e-05
"selectParameters",2,4.39976e-05
"selectRangesById",2,4.39976e-05
"selectRows",2,4.39976e-05
"send_message",2,4.39976e-05
"sendInputMessage",2,4.39976e-05
"sendKeysToElement",2,4.39976e-05
"sendmail_options",2,4.39976e-05
"separate_",2,4.39976e-05
"sepdata",2,4.39976e-05
"seplot",2,4.39976e-05
"seq.dates",2,4.39976e-05
"seq_gradient_pal",2,4.39976e-05
"seqinfo",2,4.39976e-05
"seqlengths",2,4.39976e-05
"sequenceDesignMatrix",2,4.39976e-05
"sequential.cv.feature",2,4.39976e-05
"sequential.mean.cv",2,4.39976e-05
"sequential.quantile.cv",2,4.39976e-05
"serialize",2,4.39976e-05
"set.edge.attribute",2,4.39976e-05
"set.hyphy_",2,4.39976e-05
"set.paml_rst_",2,4.39976e-05
"set_branch_length",2,4.39976e-05
"set_config",2,4.39976e-05
"set_objective",2,4.39976e-05
"set_units",2,4.39976e-05
"setAnnotationCategories",2,4.39976e-05
"setAs",2,4.39976e-05
"setBookmarkExclude",2,4.39976e-05
"setClassUnion",2,4.39976e-05
"setCPLConfigOption",2,4.39976e-05
"setDT",2,4.39976e-05
"setequal",2,4.39976e-05
"setgid",2,4.39976e-05
"setHook",2,4.39976e-05
"setInsertPoint",2,4.39976e-05
"setkeyv",2,4.39976e-05
"setLib",2,4.39976e-05
"setM",2,4.39976e-05
"setnames",2,4.39976e-05
"setpriority",2,4.39976e-05
"setProvCall",2,4.39976e-05
"setProvCall.for",2,4.39976e-05
"setProvCall.if",2,4.39976e-05
"setProvCall.list",2,4.39976e-05
"setProvCall.literal",2,4.39976e-05
"setProvCall.name",2,4.39976e-05
"setProvCall.while",2,4.39976e-05
"setProvInfo",2,4.39976e-05
"setReadable",2,4.39976e-05
"setRefClass",2,4.39976e-05
"setRegion",2,4.39976e-05
"setSelect",2,4.39976e-05
"setTargetVariable",2,4.39976e-05
"setTimeLimit",2,4.39976e-05
"setting.graph.attributes",2,4.39976e-05
"setuid",2,4.39976e-05
"setup_tree_data",2,4.39976e-05
"setUTMZone",2,4.39976e-05
"setValidity",2,4.39976e-05
"severity",2,4.39976e-05
"sg_axis_x",2,4.39976e-05
"sg_fill_brewer",2,4.39976e-05
"shading",2,4.39976e-05
"sharesToDF",2,4.39976e-05
"shift",2,4.39976e-05
"shinyFunc",2,4.39976e-05
"short_url_output",2,4.39976e-05
"shortest_paths",2,4.39976e-05
"show_data",2,4.39976e-05
"showCols1",2,4.39976e-05
"showHand",2,4.39976e-05
"showOutput",2,4.39976e-05
"shuffle",2,4.39976e-05
"sigGenes",2,4.39976e-05
"sigma",2,4.39976e-05
"signRequest",2,4.39976e-05
"sim.cross",2,4.39976e-05
"sim_do_pedigree",2,4.39976e-05
"sim_from_pedigree_allchr",2,4.39976e-05
"sim_glm",2,4.39976e-05
"sim_pvals",2,4.39976e-05
"simGG",2,4.39976e-05
"simil",2,4.39976e-05
"simpleFall",2,4.39976e-05
"simpleNetwork",2,4.39976e-05
"simpleNetworkOutput",2,4.39976e-05
"simplify",2,4.39976e-05
"simplify_internal",2,4.39976e-05
"simplify_nhx_string",2,4.39976e-05
"simplify2array",2,4.39976e-05
"simPower",2,4.39976e-05
"simtable.bab",2,4.39976e-05
"simtable.cab",2,4.39976e-05
"simulate_experiment",2,4.39976e-05
"simulatemissingdata",2,4.39976e-05
"simulation",2,4.39976e-05
"singleTrain",2,4.39976e-05
"singularize",2,4.39976e-05
"sinpi",2,4.39976e-05
"SIS",2,4.39976e-05
"size",2,4.39976e-05
"sizeGrWindow",2,4.39976e-05
"sJ.from.m",2,4.39976e-05
"skrrrahh",2,4.39976e-05
"slice_1d",2,4.39976e-05
"slice_isolate",2,4.39976e-05
"slice_sample",2,4.39976e-05
"slim_coefs",2,4.39976e-05
"sm_theme",2,4.39976e-05
"smallMPlot",2,4.39976e-05
"SMOTE",2,4.39976e-05
"snm",2,4.39976e-05
"socketConnection",2,4.39976e-05
"soft.thred",2,4.39976e-05
"solve.matrix.tradeoff.curve",2,4.39976e-05
"solve.tradeoff.cor",2,4.39976e-05
"solve_model",2,4.39976e-05
"SolveSystem",2,4.39976e-05
"som",2,4.39976e-05
"sort_alphabets",2,4.39976e-05
"sortChrName",2,4.39976e-05
"sortHand",2,4.39976e-05
"sortSeqlevels",2,4.39976e-05
"sp.points",2,4.39976e-05
"sparse_hash",2,4.39976e-05
"SpatialGrid",2,4.39976e-05
"SpatialGridDataFrame",2,4.39976e-05
"spawn_process",2,4.39976e-05
"spDists",2,4.39976e-05
"splinefun",2,4.39976e-05
"splitIndices",2,4.39976e-05
"SpreadDummy",2,4.39976e-05
"spsample",2,4.39976e-05
"sqldata",2,4.39976e-05
"sqldf",2,4.39976e-05
"sqliteExtension",2,4.39976e-05
"sqlTables",2,4.39976e-05
"square_prod",2,4.39976e-05
"src_sql",2,4.39976e-05
"st_buffer",2,4.39976e-05
"st_cast",2,4.39976e-05
"st_geometry",2,4.39976e-05
"st_intersection",2,4.39976e-05
"st_layers",2,4.39976e-05
"st_make_grid",2,4.39976e-05
"st_polygon",2,4.39976e-05
"st_segmentize",2,4.39976e-05
"st_set_crs",2,4.39976e-05
"st_sfc",2,4.39976e-05
"stabpath",2,4.39976e-05
"stabsel",2,4.39976e-05
"stackedHomicides",2,4.39976e-05
"stan_model",2,4.39976e-05
"stan_to_coda",2,4.39976e-05
"startServer",2,4.39976e-05
"stat_binhex",2,4.39976e-05
"stat_cladeBar",2,4.39976e-05
"stat_cladeText",2,4.39976e-05
"stat_poly_eq",2,4.39976e-05
"stat_stripBar",2,4.39976e-05
"stat_stripText",2,4.39976e-05
"stat_tree",2,4.39976e-05
"stat_treeScaleLine",2,4.39976e-05
"stat_treeScaleText",2,4.39976e-05
"statebins_continuous",2,4.39976e-05
"status_code",2,4.39976e-05
"stdize",2,4.39976e-05
"stdize2",2,4.39976e-05
"steps",2,4.39976e-05
"stepwiseqtl",2,4.39976e-05
"stockSim",2,4.39976e-05
"str_align",2,4.39976e-05
"str_clean_country",2,4.39976e-05
"str_clean_spaces",2,4.39976e-05
"str_glue",2,4.39976e-05
"str_glue_data",2,4.39976e-05
"str_locate",2,4.39976e-05
"str_match",2,4.39976e-05
"str_to_id",2,4.39976e-05
"strand",2,4.39976e-05
"strapply",2,4.39976e-05
"strdiff",2,4.39976e-05
"stream_in",2,4.39976e-05
"streamgraph",2,4.39976e-05
"stri_count_words",2,4.39976e-05
"stri_split_fixed",2,4.39976e-05
"stri_trans_general",2,4.39976e-05
"stri_trans_totitle",2,4.39976e-05
"stringdist",2,4.39976e-05
"strip_whitespace",2,4.39976e-05
"stripplot",2,4.39976e-05
"strtrim",2,4.39976e-05
"structType",2,4.39976e-05
"strwidth",2,4.39976e-05
"strwrap",2,4.39976e-05
"su",2,4.39976e-05
"sub_ddj",2,4.39976e-05
"subject",2,4.39976e-05
"subjectHits",2,4.39976e-05
"subs_paml_rst",2,4.39976e-05
"subset_data",2,4.39976e-05
"subsetByOverlaps",2,4.39976e-05
"subview",2,4.39976e-05
"suffixArray",2,4.39976e-05
"sugarize",2,4.39976e-05
"suggest_fix",2,4.39976e-05
"suit",2,4.39976e-05
"sum_expr",2,4.39976e-05
"summ",2,4.39976e-05
"summarise_if",2,4.39976e-05
"SummarizedExperiment",2,4.39976e-05
"summarizeToGene",2,4.39976e-05
"summary.map",2,4.39976e-05
"summaryMap",2,4.39976e-05
"summaryRprof",2,4.39976e-05
"summaryScantwoOld",2,4.39976e-05
"supplementaryColumns",2,4.39976e-05
"supplementaryRows",2,4.39976e-05
"supported_tree_object",2,4.39976e-05
"surround",2,4.39976e-05
"survfit",2,4.39976e-05
"survreg",2,4.39976e-05
"suspend",2,4.39976e-05
"svds",2,4.39976e-05
"SVG.getLatticePointColors",2,4.39976e-05
"SVG.getNames",2,4.39976e-05
"SVG.removeFillStyle",2,4.39976e-05
"svgPlot",2,4.39976e-05
"svm",2,4.39976e-05
"svyby",2,4.39976e-05
"svydesign",2,4.39976e-05
"svymean",2,4.39976e-05
"svyquantile",2,4.39976e-05
"swirl_courses_dir",2,4.39976e-05
"swirl_options",2,4.39976e-05
"switch.order",2,4.39976e-05
"switchAlleles",2,4.39976e-05
"sync_active",2,4.39976e-05
"sync_gpg",2,4.39976e-05
"sync_repos",2,4.39976e-05
"sys",2,4.39976e-05
"sys.calls",2,4.39976e-05
"sys.frames",2,4.39976e-05
"Sys.getpid",2,4.39976e-05
"sys.nframe",2,4.39976e-05
"system2",2,4.39976e-05
"t2xy",2,4.39976e-05
"tableGrob",2,4.39976e-05
"tabulate",2,4.39976e-05
"tagAppendAttributes",2,4.39976e-05
"tagsDataToDF",2,4.39976e-05
"talks_data_filtered",2,4.39976e-05
"tan",2,4.39976e-05
"target",2,4.39976e-05
"task",2,4.39976e-05
"Task",2,4.39976e-05
"taxa2node",2,4.39976e-05
"TCGAdownload",2,4.39976e-05
"TCGAprepare",2,4.39976e-05
"TCGAquery",2,4.39976e-05
"TCGAquery_clinic",2,4.39976e-05
"Term",2,4.39976e-05
"TERM2NAME",2,4.39976e-05
"TERMID2EXTID",2,4.39976e-05
"terms",2,4.39976e-05
"termSim",2,4.39976e-05
"tesseract",2,4.39976e-05
"tesseract_download",2,4.39976e-05
"tesseract_info",2,4.39976e-05
"test",2,4.39976e-05
"test_check",2,4.39976e-05
"test_matrix",2,4.39976e-05
"teval",2,4.39976e-05
"texreg",2,4.39976e-05
"text.default",2,4.39976e-05
"text_body",2,4.39976e-05
"text_geom",2,4.39976e-05
"text3d",2,4.39976e-05
"textareaInput",2,4.39976e-05
"textcnt",2,4.39976e-05
"th",2,4.39976e-05
"the_data",2,4.39976e-05
"theme_bare",2,4.39976e-05
"theme_dose",2,4.39976e-05
"theme_inset",2,4.39976e-05
"theme_jbk",2,4.39976e-05
"theme_mark",2,4.39976e-05
"theme_null",2,4.39976e-05
"theme_transparent",2,4.39976e-05
"theme_tree",2,4.39976e-05
"theme_tree2",2,4.39976e-05
"theme_tree2_internal",2,4.39976e-05
"theme_tufte",2,4.39976e-05
"theme_white",2,4.39976e-05
"theme_xkcd",2,4.39976e-05
"themeSelector",2,4.39976e-05
"threeUTRsByTranscript",2,4.39976e-05
"thresh",2,4.39976e-05
"Threshold.FDR",2,4.39976e-05
"throughput_time",2,4.39976e-05
"throwFall",2,4.39976e-05
"tibble_",2,4.39976e-05
"tick",2,4.39976e-05
"tiff",2,4.39976e-05
"tile.list",2,4.39976e-05
"tileGenome",2,4.39976e-05
"timehump_heatmap",2,4.39976e-05
"tinycv",2,4.39976e-05
"tiplabels",2,4.39976e-05
"tkplot.getcoords",2,4.39976e-05
"tm_dots",2,4.39976e-05
"tm_fill",2,4.39976e-05
"to",2,4.39976e-05
"to_JSON",2,4.39976e-05
"toCSV",2,4.39976e-05
"today",2,4.39976e-05
"toGeoJSON2",2,4.39976e-05
"token",2,4.39976e-05
"TOMplot",2,4.39976e-05
"TOMsimilarity",2,4.39976e-05
"TOMsimilarityFromExpr",2,4.39976e-05
"top.errorlod",2,4.39976e-05
"topGO",2,4.39976e-05
"topGOtable",2,4.39976e-05
"toplist",2,4.39976e-05
"topN",2,4.39976e-05
"topTags",2,4.39976e-05
"toptail",2,4.39976e-05
"totalCov",2,4.39976e-05
"totalHomicides",2,4.39976e-05
"totalSS",2,4.39976e-05
"toTitleCase",2,4.39976e-05
"tour",2,4.39976e-05
"toWebGL",2,4.39976e-05
"tplot",2,4.39976e-05
"tplot.cv",2,4.39976e-05
"tplot.cv.corr",2,4.39976e-05
"tps",2,4.39976e-05
"trace",2,4.39976e-05
"trace_length",2,4.39976e-05
"traceplot",2,4.39976e-05
"trackingTags",2,4.39976e-05
"tradeoff",2,4.39976e-05
"tradeoff.plot",2,4.39976e-05
"trans_format",2,4.39976e-05
"trans_new",2,4.39976e-05
"trans2M",2,4.39976e-05
"trans3d",2,4.39976e-05
"transcripts",2,4.39976e-05
"transcriptsBy",2,4.39976e-05
"transform_rt",2,4.39976e-05
"translate",2,4.39976e-05
"tree_list",2,4.39976e-05
"treedata",2,4.39976e-05
"treewidget",2,4.39976e-05
"trellis.par.get",2,4.39976e-05
"trim.bad.end",2,4.39976e-05
"trim.dat",2,4.39976e-05
"trimNAs",2,4.39976e-05
"triplot",2,4.39976e-05
"tripoints",2,4.39976e-05
"true.pos",2,4.39976e-05
"trump",2,4.39976e-05
"try_parse",2,4.39976e-05
"tryallpositions",2,4.39976e-05
"tryTolower",2,4.39976e-05
"ts.union",2,4.39976e-05
"tsne",2,4.39976e-05
"tspcalc",2,4.39976e-05
"tune",2,4.39976e-05
"turn",2,4.39976e-05
"tv_spec_trans",2,4.39976e-05
"tvs",2,4.39976e-05
"tweet_history",2,4.39976e-05
"TwitterOAuth",2,4.39976e-05
"TXID2EG",2,4.39976e-05
"tximport",2,4.39976e-05
"undebug",2,4.39976e-05
"unionSpatialPolygons",2,4.39976e-05
"uniqsv",2,4.39976e-05
"unit.c",2,4.39976e-05
"unit.pmax",2,4.39976e-05
"unite",2,4.39976e-05
"units",2,4.39976e-05
"unlistCongress",2,4.39976e-05
"unnest_",2,4.39976e-05
"unstrand",2,4.39976e-05
"unstrsplit",2,4.39976e-05
"untar",2,4.39976e-05
"update.b",2,4.39976e-05
"update.packages",2,4.39976e-05
"update.theta",2,4.39976e-05
"update.theta.1",2,4.39976e-05
"update.theta.2",2,4.39976e-05
"update_cran_data",2,4.39976e-05
"update_geo_data",2,4.39976e-05
"update_mirmon_data",2,4.39976e-05
"update_repo",2,4.39976e-05
"updateableInput",2,4.39976e-05
"updateButton",2,4.39976e-05
"updateCheckboxGroupInput",2,4.39976e-05
"updateDec",2,4.39976e-05
"updateGenomicAnnotation",2,4.39976e-05
"updateObject",2,4.39976e-05
"updateRepoIndex",2,4.39976e-05
"updateShinyInput",2,4.39976e-05
"updateStatus",2,4.39976e-05
"updateW",2,4.39976e-05
"upset",2,4.39976e-05
"upsetplot.csAnno",2,4.39976e-05
"upsetplot.enrichResult",2,4.39976e-05
"ur.df",2,4.39976e-05
"url_encode",2,4.39976e-05
"us",2,4.39976e-05
"use_data",2,4.39976e-05
"use_secret_file",2,4.39976e-05
"useDataset",2,4.39976e-05
"user_agent",2,4.39976e-05
"userCount",2,4.39976e-05
"userLikesToDF",2,4.39976e-05
"userListToDF",2,4.39976e-05
"users_data",2,4.39976e-05
"usrCount",2,4.39976e-05
"utf8ToInt",2,4.39976e-05
"v",2,4.39976e-05
"val.getn",2,4.39976e-05
"val.getone",2,4.39976e-05
"validate_address_usps",2,4.39976e-05
"validateData",2,4.39976e-05
"validateStudentNum",2,4.39976e-05
"validity",2,4.39976e-05
"validStep",2,4.39976e-05
"validSteps",2,4.39976e-05
"valueBoxTimeOnTime",2,4.39976e-05
"values",2,4.39976e-05
"var_ui_gen",2,4.39976e-05
"VarDrop",2,4.39976e-05
"varImp",2,4.39976e-05
"varImpPlot",2,4.39976e-05
"varMetadata",2,4.39976e-05
"vcount",2,4.39976e-05
"vcv",2,4.39976e-05
"VD.controls",2,4.39976e-05
"VD.dist",2,4.39976e-05
"VD.model",2,4.39976e-05
"VD.run",2,4.39976e-05
"VD.solve.euler",2,4.39976e-05
"vd_tradeoff_basic",2,4.39976e-05
"vd_tradeoff_corr",2,4.39976e-05
"vd_tradeoff_jg",2,4.39976e-05
"VDtradeoffFunction",2,4.39976e-05
"vec2img",2,4.39976e-05
"Venn",2,4.39976e-05
"vennDiagram",2,4.39976e-05
"vennpie.csAnno",2,4.39976e-05
"vennplot",2,4.39976e-05
"verboseScatterplot",2,4.39976e-05
"version_sp_linkingTo",2,4.39976e-05
"vgm",2,4.39976e-05
"videoThumbnail",2,4.39976e-05
"view",2,4.39976e-05
"vif",2,4.39976e-05
"viridis_pal",2,4.39976e-05
"viridis_qtl",2,4.39976e-05
"vis_drake_graph",2,4.39976e-05
"visEdges",2,4.39976e-05
"visInteraction",2,4.39976e-05
"visNetwork",2,4.39976e-05
"visPhysics",2,4.39976e-05
"vp",2,4.39976e-05
"vsn2",2,4.39976e-05
"vst",2,4.39976e-05
"vwReg",2,4.39976e-05
"w",2,4.39976e-05
"w1",2,4.39976e-05
"wangMethod",2,4.39976e-05
"we_should_print",2,4.39976e-05
"webshoot_meta",2,4.39976e-05
"webshoot_thread",2,4.39976e-05
"webshot",2,4.39976e-05
"week_pad",2,4.39976e-05
"weekly",2,4.39976e-05
"weekly_downloads",2,4.39976e-05
"weight",2,4.39976e-05
"weighted.mean",2,4.39976e-05
"weightedMedian",2,4.39976e-05
"wes_palette",2,4.39976e-05
"which.edge",2,4.39976e-05
"who.follows",2,4.39976e-05
"who.is.followed.by",2,4.39976e-05
"width_fun",2,4.39976e-05
"wiki_parse",2,4.39976e-05
"win",2,4.39976e-05
"with_ROI",2,4.39976e-05
"withinCov",2,4.39976e-05
"withinSS",2,4.39976e-05
"withMathJax",2,4.39976e-05
"withTags",2,4.39976e-05
"wnominate",2,4.39976e-05
"word.frequencies",2,4.39976e-05
"workingWithBoxPlots",2,4.39976e-05
"write.cross",2,4.39976e-05
"write.dta",2,4.39976e-05
"write.narrowpeak.binding",2,4.39976e-05
"write.tree",2,4.39976e-05
"write_band",2,4.39976e-05
"write_bib",2,4.39976e-05
"write_disk",2,4.39976e-05
"write_lines",2,4.39976e-05
"write_mds",2,4.39976e-05
"write_tsv",2,4.39976e-05
"writeDSC",2,4.39976e-05
"writeGDF",2,4.39976e-05
"writeLine",2,4.39976e-05
"writePNG",2,4.39976e-05
"writeRaster",2,4.39976e-05
"writeSpatialShape",2,4.39976e-05
"writeToSQLite",2,4.39976e-05
"writeWebGL",2,4.39976e-05
"writeXStringSet",2,4.39976e-05
"wtd.quantile",2,4.39976e-05
"x2_spatial_builder",2,4.39976e-05
"xgb.ggplot.importance",2,4.39976e-05
"xgb.importance",2,4.39976e-05
"xgb.plot.importance",2,4.39976e-05
"xgboost2",2,4.39976e-05
"xlim_expand",2,4.39976e-05
"xlim_tree",2,4.39976e-05
"xml_attrs",2,4.39976e-05
"xml_find_all",2,4.39976e-05
"xml_name",2,4.39976e-05
"xml_ns_strip",2,4.39976e-05
"xml_text",2,4.39976e-05
"xmlParseDoc",2,4.39976e-05
"xmlToList",2,4.39976e-05
"xmlTreeParse",2,4.39976e-05
"xn.write.xlsx",2,4.39976e-05
"xpathApply",2,4.39976e-05
"xtabs",2,4.39976e-05
"xtract_pic_links",2,4.39976e-05
"xy",2,4.39976e-05
"xy2indices",2,4.39976e-05
"y",2,4.39976e-05
"yaml.load",2,4.39976e-05
"ydata",2,4.39976e-05
"ygcCheckAnnotationPackage",2,4.39976e-05
"ygcConvOrgName",2,4.39976e-05
"ygcGetAncestors",2,4.39976e-05
"ygcGetParents",2,4.39976e-05
"ygcGOMapName",2,4.39976e-05
"ygcLoadIC",2,4.39976e-05
"ygcSemVal",2,4.39976e-05
"ygcSemVal_internal",2,4.39976e-05
"z",2,4.39976e-05
"zelig",2,4.39976e-05
"zero",2,4.39976e-05
".pathtofile",1,2.19988e-05
".viewer_question",1,2.19988e-05
"add_row",1,2.19988e-05
"addMarkers",1,2.19988e-05
"alpha_range",1,2.19988e-05
"annualize",1,2.19988e-05
"authorize_ingress",1,2.19988e-05
"belief_strategy",1,2.19988e-05
"bptosi",1,2.19988e-05
"calculate_correlation_pairs",1,2.19988e-05
"calculate_hex_coords",1,2.19988e-05
"calculate_hexbins_from_shots",1,2.19988e-05
"catboost.from_data_frame",1,2.19988e-05
"catboost.predict",1,2.19988e-05
"catboost.train",1,2.19988e-05
"category_barplot",1,2.19988e-05
"check_ctv_packages",1,2.19988e-05
"circle_points",1,2.19988e-05
"colorpanel",1,2.19988e-05
"compute",1,2.19988e-05
"copy_file_remote",1,2.19988e-05
"copy_to",1,2.19988e-05
"create_keypair",1,2.19988e-05
"create_link",1,2.19988e-05
"create_sgroup",1,2.19988e-05
"ctv2html",1,2.19988e-05
"current_player",1,2.19988e-05
"current_player_seasons",1,2.19988e-05
"current_season",1,2.19988e-05
"dataTableAjax",1,2.19988e-05
"db_drop_table",1,2.19988e-05
"decision_strategy",1,2.19988e-05
"delete_keypair",1,2.19988e-05
"delete_sgroup",1,2.19988e-05
"describe_instances",1,2.19988e-05
"describe_subnets",1,2.19988e-05
"dollar",1,2.19988e-05
"fetch_shots_by_player_id_and_season",1,2.19988e-05
"File",1,2.19988e-05
"filtered_crime",1,2.19988e-05
"filtered_shots",1,2.19988e-05
"filters_applied",1,2.19988e-05
"find_player_by_name",1,2.19988e-05
"fit",1,2.19988e-05
"Folder",1,2.19988e-05
"format_json",1,2.19988e-05
"fraction_to_percent_format",1,2.19988e-05
"generate_frame",1,2.19988e-05
"generate_heatmap_chart",1,2.19988e-05
"generate_hex_chart",1,2.19988e-05
"generate_scatter_chart",1,2.19988e-05
"generateCode",1,2.19988e-05
"generatePoints",1,2.19988e-05
"genomesize",1,2.19988e-05
"geom_leg",1,2.19988e-05
"get_data",1,2.19988e-05
"gs_edit_cells",1,2.19988e-05
"gs_ls",1,2.19988e-05
"gs_new",1,2.19988e-05
"gs_title",1,2.19988e-05
"h2o.addFunction",1,2.19988e-05
"h2o.createFrame",1,2.19988e-05
"h2o.ddply",1,2.19988e-05
"h2o.download_mojo",1,2.19988e-05
"h2o.download_pojo",1,2.19988e-05
"h2o.ls",1,2.19988e-05
"h2o.shutdown",1,2.19988e-05
"h2o.table",1,2.19988e-05
"h2o.xgboost",1,2.19988e-05
"h2o4gpu.gradient_boosting_classifier",1,2.19988e-05
"hcell2xy",1,2.19988e-05
"hex_bounds",1,2.19988e-05
"hexbin",1,2.19988e-05
"hexbin_data",1,2.19988e-05
"hexbinwidths",1,2.19988e-05
"hexcoords",1,2.19988e-05
"intermediatePaths",1,2.19988e-05
"JDBC",1,2.19988e-05
"makeText",1,2.19988e-05
"markerClusterOptions",1,2.19988e-05
"matchContinues",1,2.19988e-05
"matchIsOver",1,2.19988e-05
"memoKey",1,2.19988e-05
"model",1,2.19988e-05
"mtsupercars",1,2.19988e-05
"multi_armed_bandit",1,2.19988e-05
"mx.callback.log.train.metric",1,2.19988e-05
"mx.gpu",1,2.19988e-05
"mx.init.normal",1,2.19988e-05
"mx.model.FeedForward.create",1,2.19988e-05
"mx.symbol.Activation",1,2.19988e-05
"mx.symbol.FullyConnected",1,2.19988e-05
"mx.symbol.SoftmaxOutput",1,2.19988e-05
"mx.symbol.Variable",1,2.19988e-05
"navbarMenu",1,2.19988e-05
"nlsLM",1,2.19988e-05
"nn",1,2.19988e-05
"no_axis_titles",1,2.19988e-05
"noquote",1,2.19988e-05
"numberOfPaths",1,2.19988e-05
"path.package",1,2.19988e-05
"player_photo_url",1,2.19988e-05
"plot_categories",1,2.19988e-05
"plotcp",1,2.19988e-05
"predictions",1,2.19988e-05
"printcp",1,2.19988e-05
"prune",1,2.19988e-05
"ranger",1,2.19988e-05
"Rborist",1,2.19988e-05
"read.ctv",1,2.19988e-05
"read_xlsx",1,2.19988e-05
"resultsNames",1,2.19988e-05
"rld_pca",1,2.19988e-05
"rpart.plot",1,2.19988e-05
"run_instances",1,2.19988e-05
"scale_color_identity",1,2.19988e-05
"scale_colour_gradientn",1,2.19988e-05
"scale_size_identity",1,2.19988e-05
"scurve",1,2.19988e-05
"select.list",1,2.19988e-05
"set_data",1,2.19988e-05
"shot_chart",1,2.19988e-05
"shots",1,2.19988e-05
"simple_strategy",1,2.19988e-05
"softmaxReg",1,2.19988e-05
"sqlDrop",1,2.19988e-05
"sqlSave",1,2.19988e-05
"ssh_cmd",1,2.19988e-05
"stat_density_2d",1,2.19988e-05
"stop_instances",1,2.19988e-05
"submit_log",1,2.19988e-05
"swirl_data_dir",1,2.19988e-05
"synapseLogin",1,2.19988e-05
"synGet",1,2.19988e-05
"synSetAnnotations",1,2.19988e-05
"synStore",1,2.19988e-05
"Sys.chmod",1,2.19988e-05
